JPN;2009;0210;C009980;700;10000000;1.00;0.00;JPY;20080305;Customer Center;PM;NIS JATQ domestic;Hours;Tokyo Shibuya;Japan
JPN;2009;0210;C019920;700;10000000;65.00;525395.00;JPY;20080305;Customer Center;PM;TOY IMV generic;Hours;Tokyo Shibuya;Japan
JPN;2009;0210;C019921;700;10000000;24.00;178100.00;JPY;20080305;Customer Center;PM;TOY IMV RAY;Hours;Tokyo Shibuya;Japan
JPN;2009;0210;C019924;700;10000000;165.00;1433705.00;JPY;20080305;Customer Center;PM;TOY IMV BUE;Hours;Tokyo Shibuya;Japan
