BRA;2015;CUR6100;C060053;700;10000000;80;12400;BRL;20141208;
BRA;2015;CUR6100;C080171;700;10000000;80;12400;BRL;20141208;
BRA;2015;CUR6100;N000021;000;10000000;300;0;BRL;20141208;
BRA;2015;CUR6100;N000020;000;10000000;384;0;BRL;20141208;
BRA;2015;CUR6100;N000022;000;10000000;1380;0;BRL;20141208;
BRA;2015;CUR6100;ZB15BRA002;000;10000000;144;0;BRL;20141208;
BRA;2015;CUR6100;N120040;000;10000000;84;0;BRL;20141208;
BRA;2015;CUR6100;I120050;000;10000000;42;0;BRL;20141208;
BRA;2015;CUR6100;C130280;231;10000001;0;10000;BRL;20141208;
BRA;2015;CUR6100;C130760;231;10000001;0;12500;BRL;20141208;
BRA;2015;CUR6100;C120810;321;10000001;0;12500;BRL;20141208;
BRA;2015;CUR6100;C130691;431;10000001;0;60000;BRL;20141208;
BRA;2015;CUR6100;C100555;431;10000001;0;65000;BRL;20141208;
BRA;2015;CUR6100;C100556;431;10000001;0;60000;BRL;20141208;
BRA;2015;CUR6100;C100480;531;10000001;0;50000;BRL;20141208;
BRA;2015;CUR6100;C060060;700;10000001;0;5000;BRL;20141208;
BRA;2015;CUR6100;C051083;431;10000003;0;30000;BRL;20141208;
BRA;2015;CUR6100;C130691;431;10000003;0;40000;BRL;20141208;
BRA;2015;CUR6100;C120602;431;10000003;0;30000;BRL;20141208;
BRA;2015;CUR6100;C100560;700;10000000;80;12400;BRL;20141208;
BRA;2015;CUR6100;C100280;700;10000000;120;18600;BRL;20141208;
BRA;2015;CUR6100;C070620;700;10000000;80;12400;BRL;20141208;
BRA;2015;CUR6100;C070080;702;10000000;120;18600;BRL;20141208;
BRA;2015;CUR6100;C010561;700;10000000;80;12400;BRL;20141208;
BRA;2015;CUR6200;C080312;700;10000000;80;12400;BRL;20141208;
BRA;2015;CUR6200;C090212;700;10000000;200;31000;BRL;20141208;
BRA;2015;CUR6200;C100040;700;10000000;120;18600;BRL;20141208;
BRA;2015;CUR6200;C080171;700;10000000;120;18600;BRL;20141208;
BRA;2015;CUR6200;C080042;700;10000000;120;18600;BRL;20141208;
BRA;2015;CUR6200;C080043;700;10000000;80;12400;BRL;20141208;
BRA;2015;CUR6200;C060361;700;10000000;160;24800;BRL;20141208;
BRA;2015;CUR6200;N000021;000;10000000;200;0;BRL;20141208;
BRA;2015;CUR6200;N000020;000;10000000;240;0;BRL;20141208;
BRA;2015;CUR6200;N000022;000;10000000;520;0;BRL;20141208;
BRA;2015;CUR6200;ZB15BRA003;000;10000000;40;0;BRL;20141208;
BRA;2015;CUR6200;ZB15BRA004;000;10000000;120;0;BRL;20141208;
BRA;2015;CUR6200;N120040;000;10000000;200;0;BRL;20141208;
BRA;2015;CUR6200;C120810;311;10000001;0;7500;BRL;20141208;
BRA;2015;CUR6200;C130691;411;10000001;0;47500;BRL;20141208;
BRA;2015;CUR6200;C100555;411;10000001;0;65000;BRL;20141208;
BRA;2015;CUR6200;C100556;411;10000001;0;65000;BRL;20141208;
BRA;2015;CUR6200;C120602;411;10000001;0;7500;BRL;20141208;
BRA;2015;CUR6200;C120051;700;10000001;0;2500;BRL;20141208;
BRA;2015;CUR6200;C100480;511;10000001;0;20000;BRL;20141208;
BRA;2015;CUR6200;C060060;700;10000001;0;20000;BRL;20141208;
BRA;2015;CUR6200;C100280;700;10000001;0;2500;BRL;20141208;
BRA;2015;CUR6200;C080171;700;10000001;0;2500;BRL;20141208;
BRA;2015;CUR6200;C080042;700;10000001;0;5000;BRL;20141208;
BRA;2015;CUR6200;C060361;700;10000001;0;5000;BRL;20141208;
BRA;2015;CUR6000;ZB15BRA001;102;10000000;300;46500;BRL;20141208;
BRA;2015;CUR6000;C130280;102;10000000;40;6200;BRL;20141208;
BRA;2015;CUR6000;C130280;241;10000000;80;12400;BRL;20141208;
BRA;2015;CUR6000;C130760;102;10000000;40;6200;BRL;20141208;
BRA;2015;CUR6000;C130760;241;10000000;80;12400;BRL;20141208;
BRA;2015;CUR6000;C120810;102;10000000;40;6200;BRL;20141208;
BRA;2015;CUR6000;C120810;341;10000000;360;55800;BRL;20141208;
BRA;2015;CUR6000;C051083;441;10000000;330;51150;BRL;20141208;
BRA;2015;CUR6000;C130691;441;10000000;330;51150;BRL;20141208;
BRA;2015;CUR6000;C100555;441;10000000;330;51150;BRL;20141208;
BRA;2015;CUR6000;C100556;441;10000000;330;51150;BRL;20141208;
BRA;2015;CUR6000;C120602;441;10000000;330;51150;BRL;20141208;
BRA;2015;CUR6000;C120051;700;10000000;8;1240;BRL;20141208;
BRA;2015;CUR6000;C070273;700;10000000;8;1240;BRL;20141208;
BRA;2015;CUR6000;C100480;541;10000000;40;6200;BRL;20141208;
BRA;2015;CUR6000;C100480;700;10000000;8;1240;BRL;20141208;
BRA;2015;CUR6000;C010643;700;10000000;8;1240;BRL;20141208;
BRA;2015;CUR6000;C010644;700;10000000;8;1240;BRL;20141208;
BRA;2015;CUR6000;C001061;700;10000000;16;2480;BRL;20141208;
BRA;2015;CUR6000;C010644;701;10000000;8;1240;BRL;20141208;
BRA;2015;CUR6000;C010645;700;10000000;8;1240;BRL;20141208;
BRA;2015;CUR6000;C920633;700;10000000;8;1240;BRL;20141208;
BRA;2015;CUR6000;C010561;700;10000000;8;1240;BRL;20141208;
BRA;2015;CUR6000;C080311;700;10000000;8;1240;BRL;20141208;
BRA;2015;CUR6000;C019924;700;10000000;8;1240;BRL;20141208;
BRA;2015;CUR6000;C060060;700;10000000;80;12400;BRL;20141208;
BRA;2015;CUR6000;C100280;700;10000000;16;2480;BRL;20141208;
BRA;2015;CUR6000;C070080;702;10000000;16;2480;BRL;20141208;
