FRA;2016;TCC6501;C080052;700;10000000;21.160;1.763;21.160;21.160;21.160;21.160;21.160;21.160;21.160;21.160;21.160;21.160;1639.90;1639.90;1639.90;1639.90;1639.90;1639.90;1639.90;1639.90;1639.90;1639.90;1639.90;1639.90;EUR;20160522;;;
FRA;2016;TCC6501;C080390;700;10000000;28.213;2.351;28.213;28.213;28.213;28.213;28.213;28.213;28.213;28.213;28.213;28.213;2186.53;2186.53;2186.53;2186.53;2186.53;2186.53;2186.53;2186.53;2186.53;2186.53;2186.53;2186.53;EUR;20160522;;;
FRA;2016;TCC6501;C090141;700;10000000;42.461;3.538;42.461;42.461;42.461;42.461;42.461;42.461;42.461;42.461;42.461;42.461;3290.73;3290.73;3290.73;3290.73;3290.73;3290.73;3290.73;3290.73;3290.73;3290.73;3290.73;3290.73;EUR;20160522;;;
FRA;2016;TCC6501;C090143;401;10000000;24.000;2.000;24.000;24.000;24.000;24.000;24.000;24.000;24.000;24.000;24.000;24.000;1860.00;1860.00;1860.00;1860.00;1860.00;1860.00;1860.00;1860.00;1860.00;1860.00;1860.00;1860.00;EUR;20160522;;;
FRA;2016;TCC6501;C100510;301;10000000;30.000;2.500;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;2325.00;2325.00;2325.00;2325.00;2325.00;2325.00;2325.00;2325.00;2325.00;2325.00;2325.00;2325.00;EUR;20160522;;;
FRA;2016;TCC6501;C100512;301;10000000;120.000;10.000;120.000;120.000;120.000;120.000;120.000;120.000;120.000;120.000;120.000;120.000;9300.00;9300.00;9300.00;9300.00;9300.00;9300.00;9300.00;9300.00;9300.00;9300.00;9300.00;9300.00;EUR;20160522;;;
FRA;2016;TCC6501;C100516;301;10000000;120.000;10.000;120.000;120.000;120.000;120.000;120.000;120.000;120.000;120.000;120.000;120.000;9300.00;9300.00;9300.00;9300.00;9300.00;9300.00;9300.00;9300.00;9300.00;9300.00;9300.00;9300.00;EUR;20160522;;;
FRA;2016;TCC6501;C100518;301;10000000;30.000;2.500;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;2325.00;2325.00;2325.00;2325.00;2325.00;2325.00;2325.00;2325.00;2325.00;2325.00;2325.00;2325.00;EUR;20160522;;;
FRA;2016;TCC6501;C140050;301;10000000;54.000;4.500;54.000;54.000;54.000;54.000;54.000;54.000;54.000;54.000;54.000;54.000;4185.00;4185.00;4185.00;4185.00;4185.00;4185.00;4185.00;4185.00;4185.00;4185.00;4185.00;4185.00;EUR;20160522;;;
FRA;2016;TCC6705;C140051;401;10000000;28.350;2.363;28.350;28.350;28.350;28.350;28.350;28.350;28.350;28.350;28.350;28.350;2197.13;2197.13;2197.13;2197.13;2197.13;2197.13;2197.13;2197.13;2197.13;2197.13;2197.13;2197.13;EUR;20160522;;;
