FRA;2015;TCC6503;C020200;700;10000000;33.856;2623.84;EUR;20150522;;;
FRA;2015;TCC6503;C030130;700;10000000;50.784;3935.76;EUR;20150522;;;
FRA;2015;TCC6200;I050223;000;10000001;0;1000;EUR;20150522;;;
FRA;2015;TCC6000;I050214;000;10000001;0;1000;EUR;20150522;;;

