MEX;2013;7;CC1;A000000;WP1;10000005;152;44.00;;3736.62;USD;20130701
MEX;2013;7;CC1;A000000;WP1;10000005;0;0.00;;0.00;USD;20130601
USA;2013;7;NA;C078590;NA;10000005;0;0.00;;0.00;USD;20120619
