C130150;201;309474;USA;TCT6500;50;5020;-5000;7000;0;0;0;0;USD
C130150;202;309474;USA;TCT6500;45;4518;0;0;0;0;0;0;USD
C130150;221;309888;USA;TCT6600;290;29116;0;7000;0;0;0;0;USD
C130150;222;309888;USA;TCT6600;290;29116;0;0;45000;0;0;10000;USD
C130150;231;310022;USA;TCT6100;246;24698.4;0;15000;0;0;0;0;USD
C130150;211;12116;MEX;MC16200;98;4704;0;1000;0;0;0;0;USD
C130150;241;309842;USA;TCT6000;104;10441.6;0;0;0;0;0;0;USD
C130150;301;309474;USA;TCT6500;124;12449.6;-100000;7000;0;0;0;0;USD
C130150;302;309474;USA;TCT6500;107;10742.8;0;0;0;0;0;0;USD
C130150;321;309888;USA;TCT6600;779;78211.6;0;7000;0;0;0;0;USD
C130150;322;309888;USA;TCT6600;779;78211.6;-285000;0;45000;285000;0;10000;USD
C130150;331;310022;USA;TCT6100;514;51605.6;0;15000;0;0;0;0;USD
C130150;311;12116;MEX;MC16200;214;10272;0;1000;0;0;0;0;USD
C130150;341;309842;USA;TCT6000;264;26505.6;0;0;0;0;0;0;USD
C130150;401;309474;USA;TCT6500;188;18875.2;0;7000;0;0;0;0;USD
C130150;402;309474;USA;TCT6500;144;14457.6;0;0;0;0;0;0;USD
C130150;421;309888;USA;TCT6600;227;22790.8;0;7000;0;0;0;0;USD
C130150;422;309888;USA;TCT6600;160;16064;0;0;0;0;0;20000;USD
C130150;431;310022;USA;TCT6100;1028;103211.2;0;15000;0;0;0;0;USD
C130150;411;12116;MEX;MC16200;400;19200;0;1000;0;0;0;0;USD
C130150;441;309842;USA;TCT6000;330;33132;0;5000;0;0;0;0;USD
C130150;501;309474;USA;TCT6500;104;10441.6;-45000;7000;0;0;0;0;USD
C130150;502;309474;USA;TCT6500;82;8232.8;0;0;0;0;0;0;USD
C130150;521;309888;USA;TCT6600;532;53412.8;0;7000;0;0;0;0;USD
C130150;522;309888;USA;TCT6600;375;37650;0;0;0;0;0;20000;USD
C130150;531;310022;USA;TCT6100;858;86143.2;0;15000;0;0;0;0;USD
C130150;511;12116;MEX;MC16200;272;13056;0;1000;0;0;0;0;USD
C130150;541;309842;USA;TCT6000;349;35039.6;0;5000;0;0;0;0;USD
C130150;601;309474;USA;TCT6500;102;10240.8;0;0;0;0;0;0;USD
C130150;602;309474;USA;TCT6500;82;8232.8;0;0;0;0;0;0;USD
C130150;621;309888;USA;TCT6600;0;0;0;7000;0;0;0;0;USD
C130150;622;309888;USA;TCT6600;0;0;0;0;0;0;0;0;USD
C130150;631;310022;USA;TCT6100;686;68874.4;0;10000;0;0;0;0;USD
C130150;611;12116;MEX;MC16200;113;5424;0;3000;0;0;0;0;USD
C130150;641;309842;USA;TCT6000;168;16867.2;0;0;0;0;0;0;USD
